DATE,ROUTE,PLOT_NUM,P_LOCATION,CL_UNCL,T_LOCATION,GRADE_CAT,GRADE,STARS,ROUTE_TYPE,TOT_HEIGHT,ASPECT_ORD,ASPECT_DEG,ASPECT_NORTH,ASPECT_EAST,SLOPE,HEIGHT_DOWN,TAXA,Functional,Species,Abundance
26-Jun-19,IF YOU BOLT IT THEY WILL COME,8,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,11,L,POWDER,WHPDR,9
26-Jun-19,IF YOU BOLT IT THEY WILL COME,8,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,11,L,POWDER,PAPER,4
26-Jun-19,IF YOU BOLT IT THEY WILL COME,8,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,11,L,POWDER,GREPAPER,3
26-Jun-19,IF YOU BOLT IT THEY WILL COME,8,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,11,L,UMB,TOADSK,3
26-Jun-19,IF YOU BOLT IT THEY WILL COME,8,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,11,L,UMB,TOADSK,3
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,14,L,CRUST,BLBRDOT,9
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,14,L,CRUST,BRGCRUST,2
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,14,L,CRUST,BLWHDOT,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,L,CRUST,REDCRST,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,L,LOBE,GRMEDSQ,3
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,L,POWDER,PAPER,9
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,L,POWDER,WHPDR,9
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,14,L,POWDER,WHPDR,6
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,14,L,POWDER,PAPER,2
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,14,L,UMB,TOADSK,9
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,M,,Moss_9,2
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,M,,Moss_8,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,14,M,,Dic_montanum,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,9,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,M,,Dic_montanum,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,10,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,14,L,CRUST,BLBRDOT,9
26-Jun-19,IF YOU BOLT IT THEY WILL COME,10,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,L,CRUST,BRBLKBDR,2
26-Jun-19,IF YOU BOLT IT THEY WILL COME,10,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,L,FRUIT,CLADSQ,5
26-Jun-19,IF YOU BOLT IT THEY WILL COME,10,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,L,LOBE,GRMEDSQ,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,10,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,L,POWDER,PAPER,8
26-Jun-19,IF YOU BOLT IT THEY WILL COME,10,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,14,L,POWDER,PAPER,4
26-Jun-19,IF YOU BOLT IT THEY WILL COME,10,FACE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,100,14,L,POWDER,GRNPDR,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,10,FACE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,95,14,L,UMB,TOADSK,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,1B,BASE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,L,CRUST,BRBLKBDR,6
26-Jun-19,IF YOU BOLT IT THEY WILL COME,1B,BASE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,L,CRUST,BLBRDOT,3
26-Jun-19,IF YOU BOLT IT THEY WILL COME,1B,BASE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,L,CRUST,MINGREY,2
26-Jun-19,IF YOU BOLT IT THEY WILL COME,1B,BASE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,L,FRUIT,CLADSQ,5
26-Jun-19,IF YOU BOLT IT THEY WILL COME,1B,BASE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,L,LOBE,GRMEDSQ,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,1B,BASE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,M,,Dic_montanum,9
26-Jun-19,IF YOU BOLT IT THEY WILL COME,1B,BASE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,M,,Dic_montanum,3
26-Jun-19,IF YOU BOLT IT THEY WILL COME,1B,BASE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,P,,Bet_alleghaniensis,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,2B,BASE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,L,CRUST,BRBLKBDR,6
26-Jun-19,IF YOU BOLT IT THEY WILL COME,2B,BASE,CLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,L,CRUST,BLBRDOT,3
26-Jun-19,IF YOU BOLT IT THEY WILL COME,2B,BASE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,M,,Dic_montanum,6
26-Jun-19,IF YOU BOLT IT THEY WILL COME,2B,BASE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,M,,Moss_11,1
26-Jun-19,IF YOU BOLT IT THEY WILL COME,2B,BASE,UNCLIMBED,HB,ADVANCED,5.10a,2.7,S,20,N,310,0.64,-0.77,NA,NA,P,,Ace_saccharum,1
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,110,2,L,CRUST,BLBRDOT,9
21-May-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,CRUST,MINGREY,9
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,110,2,L,CRUST,MINGREY,9
21-May-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,CRUST,BLBRDOT,8
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,110,2,L,CRUST,WHITBUB,2
21-May-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,CRUST,BRGCRUST,1
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,110,2,L,CRUST,TANCUP,1
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,110,7,L,CRUST,YELLWART,1
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,110,2,L,FRUIT,CLADSQ,1
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,110,7,L,LOBE,TNYBRNCH,7
21-May-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,LOBE,GRNSQB,6
21-May-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,LOBE,TNYBRNCH,6
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,110,7,L,LOBE,GRNSQB,3
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,110,2,L,LOBE,TNYBRNCH,3
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,110,7,L,POWDER,WHPDR,8
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,110,2,L,POWDER,BLKPDR,5
21-May-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,POWDER,GRNPDR,3
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,110,7,L,POWDER,GRNPDR,3
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,110,2,L,POWDER,WHPDR,2
21-May-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,POWDER,YELPDR,1
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,110,7,L,UMB,TOADSK,7
21-May-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,UMB,ROCKTRP,5
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,110,7,M,,Moss_6,9
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,110,2,M,,Moss_6,8
15-Jul-19,JIM DANDY,1,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,110,7,P,,Sel_tortipila,2
21-May-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,CRUST,BLBRDOT,9
21-May-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,CRUST,MINGREY,9
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,7,L,CRUST,MINGREY,9
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,140,2,L,CRUST,MINGREY,8
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,140,2,L,CRUST,WHITBUB,3
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,7,L,CRUST,BLBRDOT,2
21-May-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,CRUST,BRGCRUST,1
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,7,L,CRUST,BRGCRUST,1
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,140,2,L,FRUIT,CLADSQ,2
21-May-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,LOBE,GRNSQB,9
21-May-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,LOBE,TNYBRNCH,9
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,7,L,LOBE,TNYBRNCH,6
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,7,L,LOBE,GRNSQB,1
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,140,2,L,LOBE,TNYBRNCH,1
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,140,2,L,POWDER,BLKPDR,6
21-May-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,POWDER,GRNPDR,4
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,140,2,L,POWDER,WHPDR,4
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,140,2,L,POWDER,GRNPDR,1
21-May-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,L,UMB,ROCKTRP,9
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,7,L,UMB,TOADSK,3
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,140,2,L,UMB,TOADSK,1
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,140,2,M,,Moss_6,3
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,7,M,,Moss_2,2
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,7,M,,Moss_6,1
15-Jul-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,140,2,M,,Moss_8,1
21-May-19,JIM DANDY,2,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,55,2,M,,Wei_controversa,1
21-May-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,CRUST,BLBRDOT,9
21-May-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,CRUST,MINGREY,9
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,CRUST,MINGREY,9
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,CRUST,MINGREY,9
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,CRUST,BLBRDOT,8
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,CRUST,BRGCRUST,1
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,CRUST,BUBLGUM,1
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,CRUST,GRYBR,1
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,CRUST,PSYCHO,1
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,CRUST,WHITBUB,1
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,CRUST,WHITBUB,1
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,FRUIT,CLADSQ,3
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,LOBE,TNYBRNCH,6
21-May-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,LOBE,TNYBRNCH,5
21-May-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,LOBE,GRNSQB,3
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,LOBE,GRNSQB,1
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,POWDER,WHPDR,9
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,POWDER,WHPDR,3
21-May-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,POWDER,GRNPDR,2
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,POWDER,GRNPDR,1
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,UMB,ROCKTRP,4
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,UMB,TOADSK,4
21-May-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,UMB,ROCKTRP,3
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,M,,Moss_2,4
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,M,,Moss_6,4
15-Jul-19,JIM DANDY,3,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,M,,Moss_6,3
21-May-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,CRUST,BLBRDOT,9
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,CRUST,BLBRDOT,9
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,CRUST,BLBRDOT,8
21-May-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,CRUST,MINGREY,8
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,CRUST,MINGREY,8
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,CRUST,MINGREY,6
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,CRUST,BUBLGUM,3
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,CRUST,WHITBUB,2
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,CRUST,BRGCRUST,1
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,FRUIT,CLADSQ,2
21-May-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,LOBE,TNYBRNCH,7
21-May-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,LOBE,GRNSQB,4
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,LOBE,GRNSQB,2
21-May-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,POWDER,YELPDR,9
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,POWDER,BLKPDR,7
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,POWDER,WHPDR,6
21-May-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,POWDER,GRNPDR,5
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,POWDER,WHPDR,3
21-May-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,75,7,L,UMB,ROCKTRP,9
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,L,UMB,TOADSK,6
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,L,UMB,TOADSK,2
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,M,,Moss_6,7
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,150,12,M,,Moss_6,4
15-Jul-19,JIM DANDY,4,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,100,7,M,,Moss_8,1
21-May-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,60,12,L,CRUST,BLBRDOT,9
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,17,L,CRUST,MINGREY,9
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,130,12,L,CRUST,MINGREY,8
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,17,L,CRUST,BRGCRUST,6
21-May-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,60,12,L,CRUST,MINGREY,3
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,17,L,CRUST,BLBRDOT,2
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,130,12,L,CRUST,GRYBR,2
21-May-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,60,12,L,CRUST,BRGCRUST,1
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,130,12,L,CRUST,PSYCHO,1
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,130,12,L,LOBE,TNYBRNCH,8
21-May-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,60,12,L,LOBE,TNYBRNCH,4
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,17,L,POWDER,BLKPDR,9
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,130,12,L,POWDER,BLKPDR,7
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,130,12,L,POWDER,WHPDR,5
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,17,L,POWDER,WHPDR,5
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,130,12,L,POWDER,GRNPDR,4
21-May-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,25,E,155,-0.91,0.42,60,12,L,POWDER,WHPDR,1
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,130,12,L,UMB,ROCKTRP,3
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,17,L,UMB,TOADSK,3
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,17,L,UMB,ROCKTRP,2
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,130,12,L,UMB,TOADSK,2
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,22,E,135,-0.71,0.71,125,17,M,,Moss_6,7
15-Jul-19,JIM DANDY,5,FACE,CLIMBED,TR,EASY,5.4,2.6,T,27,E,155,-0.91,0.42,130,12,M,,Moss_6,6
