year,plot_name,Plot_type,AFGC,AFGCSTD,AF_UNCT,BG,BGSTD,LTR,LTRSTD,PFGC,PFGCSTD,SHR,SHRSTD,TREE,TREESTD
1995,HSHG_T_6,HSHG,3.306818182,36.81818182,0.368181818,5.693181818,84.54545455,12.70454545,98.875,46.43181818,154.9318182,26.19318182,91.86363636,0,27.59090909
1995,HSHG_T_7,HSHG,3.860465116,55.51162791,0.555116279,4.174418605,57.1744186,12.86046512,52.26744186,47.1627907,216.5232558,28.79069767,284.1511628,0,28.47674419
1996,HSHG_C_1,HSHG,4.068965517,86.66666667,0.866666667,4.850574713,33.44827586,12.16091954,49.8045977,33.65517241,83.10344828,41.88505747,181.3103448,0,24.57471264
1996,HSHG_C_5,HSHG,1.651162791,26.47674419,0.264767442,12.45348837,21.12790698,15.60465116,49.3255814,33.8372093,63.01162791,28.1627907,75.41860465,0,9.802325581
1996,HSHG_C_6,HSHG,2.752941176,28.48235294,0.284823529,9.811764706,27.38823529,16,47.55294118,34.37647059,67.09411765,30.05882353,64.78823529,0,10.43529412
1996,HSHG_C_8,HSHG,7.862068966,70.54022989,0.705402299,6.620689655,63.62068966,11.08045977,21.66666667,44.71264368,152.6206897,20.40229885,115.1034483,0.620689655,20.11494253
1996,HSHG_LRC_C,HSHG,6.325581395,35.8372093,0.358372093,7.837209302,48.81395349,15.90697674,48.04651163,40.62790698,111.9534884,20.74418605,83.55813953,0,16.12790698
1996,HSHG_LRC_T,HSHG,6,57.66666667,0.576666667,9,53.42528736,17.18390805,44.11494253,40.81609195,94.06896552,16.81609195,44.90804598,0,11.3908046
1996,HSHG_T_1,HSHG,5,66.51724138,0.665172414,6.402298851,63.09195402,12.25287356,82.67816092,36.13793103,113.7241379,34.68965517,224.2643678,0,38.05747126
1996,HSHG_T_2,HSHG,5.719101124,40.5505618,0.405505618,8.280898876,45.24719101,12.28089888,30.68539326,44.64044944,111.1573034,17.86516854,60.57303371,0.93258427,21.49438202
1996,HSHG_T_6,HSHG,3.704545455,30.67045455,0.306704545,6.704545455,46.71590909,14.68181818,79.39772727,30.42045455,191.5909091,39.20454545,152.5113636,0,44.79545455
1996,HSHG_T_7,HSHG,3.988372093,39.02325581,0.390232558,6.313953488,67.26744186,13.13953488,64.30232558,28.73255814,173.3372093,42.18604651,121.3023256,0.139534884,30.05813953
1997,HSHG_C_1,HSHG,2.931034483,38.83908046,0.388390805,10.44827586,37.24137931,15.50574713,67.47126437,32.51724138,93.79310345,27.17241379,113.8735632,1.517241379,21.70114943
1997,HSHG_C_5,HSHG,1.476744186,45.54651163,0.455465116,21.98837209,59.03488372,17.52325581,33.25581395,27.77906977,90.43023256,19.58139535,101.5232558,0.360465116,13.12790698
1997,HSHG_C_6,HSHG,3,37.67058824,0.376705882,15.81176471,30.75294118,16.81176471,55.34117647,27.69411765,212.6705882,19.37647059,241.8235294,1.811764706,27.45882353
1997,HSHG_C_8,HSHG,4.252873563,52.83908046,0.528390805,5.666666667,58.05747126,12.54022989,39.25287356,40.42528736,121.8045977,31.12643678,105.1034483,0,28.35632184
1997,HSHG_LRC_C,HSHG,2.593023256,75.02325581,0.750232558,26.01162791,192.6744186,18.74418605,49.72093023,28.6744186,189.744186,12.8255814,158.5232558,0.76744186,41.60465116
1997,HSHG_LRC_T,HSHG,3,47.34482759,0.473448276,31.44827586,96.77011494,25.18390805,67.28735632,23,116.3908046,8.183908046,38.77011494,0,21.36781609
1997,HSHG_T_1,HSHG,3.528735632,49.01149425,0.490114943,10.47126437,73.91954023,15.1954023,82.85057471,32.70114943,141.3333333,25.62068966,119.6436782,1.482758621,22.05747126
1997,HSHG_T_2,HSHG,3.651685393,77.31460674,0.773146067,7.561797753,33.69662921,10.7752809,54.57303371,36.37078652,121.6741573,31.98876404,114.7303371,0,20.20224719
1997,HSHG_T_6,HSHG,3.306818182,53.34090909,0.533409091,15.30681818,43.45454545,20.06818182,101.7272727,31.29545455,87.375,20,121,0.318181818,19.21590909
1997,HSHG_T_7,HSHG,4.174418605,53.3372093,0.533372093,21.29069767,121.127907,16.3372093,39.1627907,30.34883721,118.3372093,17.05813953,78,1.465116279,23.80232558
1998,HSHG_C_1,HSHG,4.264367816,75.8045977,0.758045977,7.701149425,45.96551724,8.632183908,61.25287356,48,158.8735632,25.2183908,154.2643678,0.390804598,33.8045977
1998,HSHG_C_5,HSHG,3.744186047,64.31395349,0.643139535,11.3255814,51.20930233,11,58.98837209,41.13953488,144.6046512,17.60465116,162.3255814,0.034883721,28.18604651
1998,HSHG_C_6,HSHG,5,33.6,0.336,12.43529412,39,11.81176471,33.72941176,42.75294118,113.9529412,14.37647059,40.12941176,1,20.24705882
1998,HSHG_C_8,HSHG,3.850574713,96.5862069,0.965862069,6.540229885,88.01149425,10.93103448,46.81609195,39.95402299,151.3218391,34.01149425,143.7011494,0,17.87356322
1998,HSHG_LRC_C,HSHG,15.69767442,80.13953488,0.801395349,8.255813953,35,8.069767442,30.15116279,51.55813953,80.63953488,10.25581395,60.62790698,0,17.18604651
1998,HSHG_LRC_T,HSHG,21.63218391,149.1034483,1.491034483,10,52.63218391,8,23.67816092,49.18390805,53.91954023,5.367816092,66.25287356,0.816091954,23.05747126
1998,HSHG_T_1,HSHG,5,103.2643678,1.032643678,7.252873563,38.90804598,7.367816092,24.52873563,50.63218391,271.908046,23.03448276,112.5977011,0.367816092,36.82758621
1998,HSHG_T_2,HSHG,2.370786517,60,0.6,7.786516854,41.34831461,10.71910112,38.98876404,39.94382022,106.494382,33.75280899,185.2808989,0,34.21348315
1998,HSHG_T_6,HSHG,7.125,70.77272727,0.707727273,8.306818182,35.93181818,7.988636364,44.65909091,48.96590909,152.9204545,19.63636364,66.77272727,0.011363636,32.70454545
1998,HSHG_T_7,HSHG,9.558139535,66.36046512,0.663604651,10.19767442,76.52325581,7.290697674,47.77906977,53.95348837,158.372093,11.65116279,100.8837209,0.860465116,33.40697674
1999,HSHG_C_1,HSHG,7.850574713,62.47126437,0.624712644,3.609195402,45.47126437,8.218390805,52.87356322,63,106.7471264,11.06896552,66.73563218,0.850574713,12.90804598
1999,HSHG_C_5,HSHG,6.546511628,53.80232558,0.538023256,9.325581395,44.79069767,11.03488372,30.76744186,46.30232558,152.3837209,13.94186047,60.30232558,0,18.37209302
